sig,n_fafb,n_banc,n_mcns,max_count
106_38,3,1,1,3
78_97,2,2,3,3
99_45,2,3,2,3
4_46,2,3,2,3
88_49,3,1,2,3
32_79,3,1,2,3
87_43,3,1,3,3
87_58,3,1,3,3
63_73,1,3,3,3
65_84,1,1,3,3
39_75,3,2,2,3
1_39,3,3,1,3
78_43,3,2,1,3
112_49,1,2,3,3
53_93,1,3,1,3
36_72,2,1,3,3
65_15,2,2,3,3
77_77,2,3,3,3
42_87,2,3,1,3
77_76,2,2,3,3
71_80,2,3,1,3
33_84,3,1,1,3
68_105,3,2,2,3
76_72,3,2,1,3
70_62,2,3,3,3
96_60,1,1,3,3
79_89,1,2,3,3
64_19,2,3,3,3
47_75,2,3,2,3
55_77,1,3,3,3
98_69,3,1,1,3
106_74,3,1,2,3
53_65,1,1,3,3
55_82,2,2,3,3
48_76,1,1,3,3
93_93,1,3,3,3
71_34,2,1,3,3
104_30,3,1,2,3
50_89,3,2,3,3
66_27,1,3,1,3
80_59,3,2,2,3
79_79,3,2,3,3
35_72,3,2,3,3
50_72,2,3,3,3
83_60,3,3,2,3
60_91,3,1,1,3
79_25,1,3,2,3
58_82,1,3,3,3
76_61,3,1,3,3
110_70,2,1,3,3
34_2,1,3,2,3
91_68,1,3,1,3
95_88,1,1,3,3
97_86,1,3,3,3
44_75,2,1,3,3
93_80,1,1,3,3
79_55,3,1,3,3
81_83,1,1,3,3
105_56,3,1,1,3
67_71,3,3,2,3
111_67,1,3,1,3
94_85,2,3,1,3
71_85,1,3,1,3
67_62,2,1,3,3
62_70,2,2,3,3
84_70,2,3,2,3
16_77,3,1,3,3
88_76,3,1,1,3
82_46,2,3,3,3
67_83,1,3,2,3
89_49,2,2,3,3
37_96,2,1,3,3
73_90,1,1,3,3
101_46,1,1,3,3
61_98,2,1,3,3
84_22,2,3,1,3
112_48,3,1,3,3
83_34,1,1,3,3
65_59,3,2,2,3
57_76,1,2,3,3
58_83,2,3,2,3
77_82,3,2,2,3
39_89,1,3,1,3
80_52,3,1,3,3
48_77,3,1,2,3
114_75,3,1,1,3
78_63,2,3,3,3
44_10,1,3,2,3
89_70,1,2,3,3
41_77,1,3,3,3
62_83,3,1,3,3
35_76,3,2,1,3
56_68,1,2,3,3
63_91,2,1,3,3
93_42,1,1,3,3
87_56,3,3,3,3
12_57,1,3,3,3
72_80,2,1,3,3
68_30,2,1,3,3
47_69,1,3,3,3
84_52,3,2,3,3
52_126,3,2,1,3
44_85,3,1,3,3
5_57,2,2,3,3
79_22,3,2,2,3
94_72,3,2,2,3
74_76,2,1,3,3
47_86,1,1,3,3
51_70,2,3,2,3
120_67,3,2,1,3
31_81,3,1,2,3
51_71,1,1,3,3
90_36,2,3,3,3
93_99,1,1,3,3
69_77,3,1,1,3
80_68,1,2,3,3
82_65,1,1,3,3
85_20,3,1,3,3
57_77,2,2,3,3
9_51,3,2,3,3
54_86,3,2,3,3
0_32,3,1,3,3
51_91,2,2,3,3
67_61,1,1,3,3
25_87,1,1,3,3
50_10,1,3,1,3
96_80,1,2,3,3
82_34,1,1,3,3
91_76,3,2,2,3
78_30,1,2,3,3
34_83,2,1,3,3
0_39,2,3,1,3
29_71,1,3,3,3
76_97,2,1,3,3
90_58,1,1,3,3
75_70,2,3,2,3
38_73,3,2,1,3
82_69,3,1,2,3
95_48,3,2,2,3
99_58,2,3,2,3
97_74,1,1,3,3
44_90,1,3,1,3
95_47,3,3,2,3
49_75,2,3,3,3
4_45,2,3,2,3
109_51,1,1,3,3
50_92,1,3,1,3
123_59,2,1,3,3
103_94,1,1,3,3
90_70,3,1,2,3
97_82,3,1,3,3
84_28,1,2,3,3
62_69,1,2,3,3
81_34,2,3,2,3
64_108,1,3,1,3
99_62,2,3,3,3
99_47,2,1,3,3
71_29,3,3,3,3
31_4,2,3,2,3
40_73,1,2,3,3
85_30,3,2,2,3
97_80,2,2,3,3
42_74,2,2,3,3
69_85,2,2,3,3
41_84,1,2,3,3
76_52,2,2,3,3
98_41,1,1,3,3
59_83,3,1,1,3
109_86,3,1,1,3
15_72,1,1,3,3
88_59,3,2,3,3
79_47,3,2,3,3
47_90,2,1,3,3
8_58,2,2,3,3
114_46,3,1,1,3
43_76,2,1,3,3
102_57,1,2,3,3
72_96,1,1,3,3
87_81,1,3,1,3
94_48,2,2,3,3
74_58,2,3,2,3
57_81,2,2,3,3
85_100,1,1,3,3
89_60,1,1,3,3
57_59,2,3,3,3
62_56,3,2,2,3
60_81,1,2,3,3
81_82,1,3,1,3
92_91,3,1,1,3
84_26,3,1,1,3
95_81,1,3,3,3
74_57,3,3,3,3
78_79,2,3,1,3
81_50,3,3,3,3
88_50,3,1,2,3
57_13,3,1,3,3
45_75,3,2,3,3
34_1,1,2,3,3
66_74,3,2,3,3
80_82,2,3,2,3
65_86,3,1,3,3
80_75,3,2,2,3
103_66,3,1,1,3
86_111,2,1,3,3
64_69,3,3,3,3
99_69,3,2,3,3
97_56,1,2,3,3
99_92,1,1,3,3
35_77,1,1,3,3
80_92,2,2,3,3
81_66,3,2,3,3
108_71,2,1,3,3
53_64,2,3,2,3
60_64,3,2,2,3
1_43,1,3,2,3
57_8,1,3,1,3
104_63,1,1,3,3
59_76,1,2,3,3
61_94,2,2,3,3
48_66,2,3,2,3
59_88,1,1,3,3
73_22,1,2,3,3
49_1,1,3,1,3
26_1,2,3,3,3
32_74,3,2,2,3
89_91,3,1,2,3
109_55,1,2,3,3
91_53,2,1,3,3
32_61,3,3,1,3
87_40,3,2,1,3
69_92,1,3,3,3
58_12,1,3,3,3
53_12,1,3,2,3
103_45,2,1,3,3
53_94,3,2,2,3
90_40,2,1,3,3
82_67,3,2,2,3
77_43,3,1,1,3
107_71,3,1,1,3
43_90,1,2,3,3
85_50,2,1,3,3
83_38,1,2,3,3
41_83,1,1,3,3
92_67,2,2,3,3
91_98,3,1,2,3
98_66,3,2,2,3
66_68,3,2,2,3
43_78,1,2,3,3
85_103,1,1,3,3
80_56,3,2,3,3
88_51,3,1,3,3
31_3,1,2,3,3
73_74,1,1,3,3
65_13,1,1,3,3
63_70,2,2,3,3
75_87,1,3,3,3
77_79,2,3,2,3
74_49,2,1,3,3
110_53,1,1,3,3
81_38,3,1,2,3
49_85,2,2,3,3
41_79,1,3,1,3
34_67,3,1,3,3
89_94,1,2,3,3
84_90,1,3,1,3
88_90,1,3,1,3
49_94,2,1,3,3
77_69,1,3,2,3
30_78,3,2,1,3
85_62,3,1,3,3
94_66,1,3,3,3
77_26,3,3,1,3
86_72,1,1,3,3
62_65,2,2,3,3
128_72,3,1,1,3
51_84,1,3,1,3
83_76,1,3,2,3
44_71,2,2,3,3
59_73,1,1,3,3
77_97,3,1,1,3
76_98,3,1,1,3
100_97,1,2,3,3
108_59,1,3,1,3
82_70,1,1,3,3
2_45,2,3,1,3
81_88,1,1,3,3
18_86,1,3,1,3
35_96,2,1,3,3
5_53,1,2,3,3
108_73,2,2,3,3
27_75,2,2,3,3
22_83,2,1,3,3
85_88,1,1,3,3
84_55,1,1,3,3
83_29,1,3,1,3
70_35,2,2,3,3
82_48,1,1,3,3
28_78,1,2,3,3
66_14,1,1,3,3
105_68,1,1,3,3
95_59,1,3,3,3
79_99,2,3,1,3
83_65,2,2,3,3
76_31,1,1,3,3
71_19,1,1,3,3
107_58,1,1,3,3
98_29,1,1,3,3
84_82,1,3,1,3
69_17,3,2,1,3
50_81,1,3,1,3
89_95,1,1,3,3
86_43,1,1,3,3
63_85,1,2,3,3
15_60,2,3,1,3
44_84,1,2,3,3
64_71,1,3,3,3
52_90,2,3,3,3
63_58,1,3,3,3
21_89,1,1,3,3
44_9,2,3,3,3
28_86,1,1,3,3
27_80,1,3,3,3
52_12,1,1,3,3
70_13,1,1,3,3
111_50,2,1,3,3
84_16,1,1,3,3
82_32,1,1,3,3
47_72,1,3,3,3
67_20,1,2,3,3
55_91,2,1,3,3
108_60,2,3,3,3
64_64,1,3,1,3
90_60,1,1,3,3
88_52,1,1,3,3
66_87,1,2,3,3
97_47,1,3,1,3
69_70,1,1,3,3
63_64,1,1,3,3
62_14,1,1,3,3
43_7,1,3,1,3
61_92,1,1,3,3
90_75,1,1,3,3
70_15,2,1,3,3
67_15,1,3,1,3
81_24,1,1,3,3
75_102,1,1,3,3
59_92,1,3,1,3
51_1,1,3,1,3
71_68,1,1,3,3
82_44,1,2,3,3
87_45,1,3,3,3
28_4,1,2,3,3
80_85,1,1,3,3
103_83,1,2,3,3
16_74,1,1,3,3
100_71,1,3,3,3
89_33,1,3,3,3
94_0,1,3,2,3
74_0,1,3,2,3
68_26,4,1,3,4
75_76,3,1,4,4
49_95,3,4,2,4
76_24,4,3,1,4
70_58,4,3,2,4
22_86,1,1,4,4
66_56,3,1,4,4
59_37,4,2,4,4
81_63,4,2,3,4
93_71,1,1,4,4
71_35,3,4,4,4
51_89,4,1,1,4
74_54,3,3,4,4
89_86,3,4,1,4
64_68,4,4,3,4
59_60,3,3,4,4
55_58,4,4,1,4
41_10,4,3,4,4
90_64,4,1,2,4
51_81,4,2,1,4
99_50,3,1,4,4
68_46,4,3,3,4
68_36,4,4,4,4
54_71,4,2,4,4
31_69,4,2,3,4
27_83,4,1,4,4
76_49,4,1,3,4
80_29,4,3,3,4
78_42,3,1,4,4
66_64,4,3,2,4
3_33,2,4,3,4
74_65,4,1,4,4
64_22,4,1,4,4
62_76,3,4,3,4
109_68,4,1,2,4
41_61,4,1,4,4
93_64,4,3,3,4
32_3,2,1,4,4
87_42,3,1,4,4
74_71,4,1,2,4
39_73,4,2,3,4
51_61,4,1,4,4
65_49,3,2,4,4
15_67,4,3,2,4
59_62,3,2,4,4
6_54,2,2,4,4
53_15,2,4,3,4
64_15,3,4,1,4
101_58,3,1,4,4
2_38,4,4,3,4
42_61,4,3,4,4
68_87,4,2,3,4
80_71,4,1,4,4
73_65,2,4,4,4
62_25,3,2,4,4
31_77,2,3,4,4
122_72,4,1,1,4
75_61,4,2,3,4
84_63,1,3,4,4
91_43,1,2,4,4
70_59,2,2,4,4
32_76,4,1,4,4
33_78,3,1,4,4
74_59,4,1,3,4
62_62,4,1,1,4
103_31,4,1,1,4
83_39,4,1,4,4
27_3,3,2,4,4
51_68,2,2,4,4
55_68,3,3,4,4
60_79,4,1,1,4
58_62,4,2,4,4
34_62,4,2,2,4
61_55,4,1,3,4
61_75,4,2,3,4
70_29,2,1,4,4
57_67,3,1,4,4
84_24,1,1,4,4
9_65,2,1,4,4
91_49,1,2,4,4
44_72,4,1,1,4
83_42,4,2,3,4
59_56,4,4,4,4
60_67,4,3,1,4
32_71,2,1,4,4
60_74,3,2,4,4
46_69,1,1,4,4
1_51,4,2,1,4
108_58,2,1,4,4
57_52,4,3,2,4
70_17,2,4,3,4
94_58,3,2,4,4
76_56,4,1,4,4
68_64,4,4,3,4
74_22,4,2,2,4
68_79,4,2,4,4
64_32,4,3,2,4
56_83,1,4,2,4
65_36,4,2,2,4
58_59,3,1,4,4
49_16,2,4,3,4
12_59,2,2,4,4
53_75,4,2,1,4
37_63,4,3,2,4
87_49,2,4,3,4
38_60,4,2,3,4
79_33,2,2,4,4
44_76,4,2,3,4
69_61,4,2,1,4
67_58,4,3,2,4
49_66,1,4,1,4
60_65,4,3,2,4
55_65,4,3,4,4
68_32,3,3,4,4
73_46,2,3,4,4
104_52,4,1,2,4
81_49,2,3,4,4
84_60,3,1,4,4
3_41,1,2,4,4
64_70,1,4,2,4
1_33,4,3,3,4
76_30,4,3,3,4
103_65,2,3,4,4
86_80,3,4,1,4
68_62,4,3,3,4
115_69,2,1,4,4
13_59,3,3,4,4
46_55,4,4,2,4
89_42,4,2,3,4
34_73,4,2,2,4
49_78,2,2,4,4
61_28,3,2,4,4
30_5,4,4,4,4
113_79,2,1,4,4
81_92,4,1,3,4
63_76,4,2,2,4
61_60,3,2,4,4
71_79,3,2,4,4
67_49,4,2,2,4
75_83,2,1,4,4
74_66,4,1,3,4
25_84,3,1,4,4
90_30,1,1,4,4
43_64,3,4,3,4
87_33,1,1,4,4
59_78,3,1,4,4
41_69,3,4,4,4
42_4,1,1,4,4
73_28,3,1,4,4
89_36,3,2,4,4
69_40,3,3,4,4
51_63,3,2,4,4
71_45,2,3,4,4
37_71,4,3,3,4
100_48,3,2,4,4
66_81,3,4,2,4
79_67,2,4,2,4
41_67,4,2,3,4
75_38,4,2,2,4
66_67,4,3,2,4
66_59,4,4,3,4
71_71,2,2,4,4
40_74,4,2,4,4
65_73,3,4,2,4
57_50,4,4,3,4
84_54,2,4,2,4
63_78,4,2,3,4
8_54,3,4,3,4
77_63,1,2,4,4
86_81,2,4,3,4
76_27,4,1,1,4
83_57,2,2,4,4
75_36,3,4,4,4
13_62,3,4,1,4
86_39,1,1,4,4
57_15,4,3,3,4
35_83,4,3,1,4
84_66,4,2,3,4
65_19,4,3,2,4
1_36,4,3,2,4
79_74,3,2,4,4
76_54,3,1,4,4
47_89,3,2,4,4
64_27,3,4,4,4
97_85,2,2,4,4
80_63,3,4,1,4
46_77,4,2,3,4
35_63,3,2,4,4
35_71,4,1,4,4
111_81,4,1,1,4
72_32,2,2,4,4
75_48,4,2,4,4
80_48,1,2,4,4
36_71,4,2,3,4
46_11,3,3,4,4
95_62,3,2,4,4
62_15,1,3,4,4
79_53,4,3,3,4
81_87,2,2,4,4
71_39,4,4,3,4
66_83,1,2,4,4
85_24,2,2,4,4
0_38,4,2,1,4
68_66,3,2,4,4
9_53,3,4,4,4
53_59,4,3,4,4
72_42,3,2,4,4
34_65,4,2,3,4
78_71,4,1,1,4
90_55,4,2,2,4
92_52,1,2,4,4
78_100,2,4,1,4
70_40,4,1,3,4
46_89,4,2,3,4
36_59,3,3,4,4
48_72,4,2,3,4
77_29,4,1,1,4
89_46,3,1,4,4
42_80,4,1,4,4
91_46,4,2,2,4
73_29,2,1,4,4
60_66,4,2,4,4
66_70,4,4,3,4
50_64,4,2,2,4
42_73,2,2,4,4
58_60,4,4,2,4
48_78,1,1,4,4
76_66,2,2,4,4
35_8,4,3,4,4
23_1,3,4,4,4
74_67,2,1,4,4
84_81,4,1,3,4
75_80,4,1,2,4
59_53,4,2,3,4
41_65,4,3,4,4
29_70,4,2,2,4
78_72,3,4,3,4
8_59,2,1,4,4
74_86,4,4,4,4
44_83,4,1,1,4
55_89,4,1,3,4
95_55,4,3,3,4
53_66,2,2,4,4
61_59,3,4,3,4
78_26,4,1,4,4
100_76,4,1,1,4
54_14,1,4,3,4
53_63,4,3,3,4
36_7,4,3,4,4
83_62,3,3,4,4
68_60,2,4,4,4
89_54,3,1,4,4
96_46,2,2,4,4
92_65,2,2,4,4
64_18,2,3,4,4
61_66,3,2,4,4
61_80,4,2,1,4
30_75,4,2,3,4
74_62,4,1,3,4
73_42,2,3,4,4
85_71,3,1,4,4
29_73,4,2,4,4
48_61,4,1,3,4
73_79,4,1,1,4
40_65,4,3,4,4
77_90,3,2,4,4
78_31,4,1,4,4
3_50,4,1,1,4
41_58,4,3,4,4
77_80,1,2,4,4
71_26,4,1,3,4
88_31,4,2,2,4
57_57,4,1,4,4
68_68,4,1,3,4
44_69,4,2,3,4
64_89,2,4,2,4
32_59,2,2,4,4
74_23,4,1,1,4
72_46,2,3,4,4
60_68,2,4,3,4
55_67,4,2,4,4
71_21,2,1,4,4
62_26,2,2,4,4
88_48,2,3,4,4
20_88,1,1,4,4
89_35,1,4,1,4
86_61,3,2,4,4
52_83,3,2,4,4
68_59,2,4,1,4
63_34,3,4,4,4
56_15,4,2,3,4
95_83,2,1,4,4
62_63,3,2,4,4
82_40,1,2,4,4
37_1,2,3,4,4
2_49,1,2,4,4
76_38,4,3,2,4
62_59,4,1,4,4
71_65,4,2,2,4
50_82,1,1,4,4
54_70,4,4,3,4
91_65,2,2,4,4
66_18,1,2,4,4
99_73,2,4,1,4
65_74,4,1,1,4
60_18,3,4,2,4
89_48,4,1,1,4
60_63,4,3,4,4
78_56,3,1,4,4
28_1,1,2,4,4
79_49,1,1,4,4
91_67,2,1,4,4
33_73,3,1,4,4
102_59,4,2,3,4
11_58,1,1,4,4
56_16,2,2,4,4
85_42,1,1,4,4
76_73,2,3,4,4
54_83,4,1,1,4
81_58,3,2,4,4
92_103,4,2,3,4
82_71,1,2,4,4
27_92,1,1,4,4
79_24,4,1,4,4
51_14,4,3,3,4
88_67,4,3,3,4
92_48,2,2,4,4
59_16,4,2,3,4
54_62,4,2,2,4
80_54,4,1,2,4
82_37,2,3,4,4
15_63,2,1,4,4
73_62,1,3,4,4
57_60,2,4,4,4
75_78,4,1,1,4
84_43,4,1,3,4
41_7,1,4,1,4
10_52,1,4,3,4
63_82,2,1,4,4
47_70,2,2,4,4
73_88,3,1,4,4
38_71,1,1,4,4
73_80,1,2,4,4
37_69,4,1,2,4
73_55,4,3,3,4
98_44,3,1,4,4
70_98,1,4,1,4
91_63,2,2,4,4
46_71,2,4,3,4
86_88,1,1,4,4
82_58,2,1,4,4
32_77,4,1,1,4
68_61,4,2,3,4
67_25,3,3,4,4
47_73,4,4,4,4
66_19,4,4,3,4
44_79,4,1,2,4
54_85,4,2,2,4
66_60,4,2,2,4
80_55,3,1,4,4
67_85,4,2,2,4
99_64,3,1,4,4
67_118,2,1,4,4
50_68,2,4,4,4
94_54,1,4,2,4
91_58,4,2,3,4
36_66,4,2,3,4
22_85,4,1,4,4
94_42,3,1,4,4
85_43,1,3,4,4
65_88,2,1,4,4
55_73,2,4,3,4
57_61,4,2,4,4
40_71,4,2,4,4
67_63,2,4,4,4
10_54,3,4,3,4
67_22,2,3,4,4
84_32,2,1,4,4
62_61,3,2,4,4
45_71,4,2,4,4
62_72,4,3,3,4
93_79,4,2,3,4
68_19,4,2,2,4
76_90,1,1,4,4
50_84,1,1,4,4
63_43,4,2,4,4
52_61,4,2,4,4
61_42,4,4,4,4
69_80,4,2,4,4
45_79,4,1,1,4
98_87,4,1,2,4
111_51,1,1,4,4
90_76,4,3,4,4
60_75,2,4,2,4
75_26,2,1,4,4
59_98,1,2,4,4
83_59,4,1,1,4
67_30,4,1,2,4
72_35,3,2,4,4
38_75,4,1,1,4
42_72,2,1,4,4
43_89,2,1,4,4
66_76,4,2,2,4
48_10,1,4,4,4
51_65,1,3,4,4
1_44,2,1,4,4
76_85,2,2,4,4
82_64,1,1,4,4
73_21,3,1,4,4
33_71,1,2,4,4
80_51,4,1,2,4
86_76,4,1,1,4
70_95,1,4,1,4
104_55,1,1,4,4
97_58,4,1,4,4
45_63,2,3,4,4
36_77,4,1,4,4
60_17,2,2,4,4
33_7,4,3,3,4
80_53,2,1,4,4
41_59,3,1,4,4
49_73,4,1,3,4
62_16,2,1,4,4
123_53,1,1,4,4
56_60,3,4,3,4
67_97,1,1,4,4
65_90,4,3,1,4
93_33,1,1,4,4
73_64,2,1,4,4
103_62,1,4,2,4
92_51,4,2,2,4
54_73,2,1,4,4
113_45,1,1,4,4
90_29,4,1,4,4
83_63,3,2,4,4
31_67,4,3,2,4
61_82,3,1,4,4
67_24,2,2,4,4
83_37,2,1,4,4
59_22,4,2,4,4
70_37,4,1,2,4
76_78,1,4,3,4
46_72,2,1,4,4
47_62,4,3,2,4
106_84,4,1,3,4
62_67,2,3,4,4
37_67,3,4,1,4
32_63,3,3,4,4
16_73,1,1,4,4
36_2,1,2,4,4
81_47,2,1,4,4
91_71,2,1,4,4
91_81,1,4,3,4
74_70,4,1,2,4
86_35,3,4,3,4
89_51,1,3,4,4
46_74,2,4,1,4
36_67,1,2,4,4
76_69,1,1,4,4
62_78,2,1,4,4
69_87,2,1,4,4
76_34,4,1,4,4
70_72,4,2,2,4
31_72,4,1,3,4
12_69,1,2,4,4
104_47,2,1,4,4
72_29,3,4,4,4
71_75,2,2,4,4
88_43,2,1,4,4
88_53,1,2,4,4
63_81,1,4,1,4
45_73,4,1,3,4
97_36,2,1,4,4
80_18,1,4,2,4
92_55,1,1,4,4
83_66,1,2,4,4
54_68,1,2,4,4
48_67,1,4,1,4
87_62,3,1,4,4
15_74,4,1,1,4
63_40,2,4,4,4
102_42,1,1,4,4
97_73,2,1,4,4
68_72,1,2,4,4
79_45,2,2,4,4
98_47,1,1,4,4
83_77,1,1,4,4
86_64,2,3,4,4
28_79,1,1,4,4
69_68,2,3,4,4
49_97,2,1,4,4
84_94,1,1,4,4
91_36,4,2,1,4
36_78,2,4,1,4
75_96,1,4,1,4
78_58,2,4,4,4
79_37,1,2,4,4
65_58,1,3,4,4
66_85,2,1,4,4
50_65,3,3,4,4
87_67,1,4,4,4
32_4,1,4,3,4
26_73,3,2,4,4
41_63,4,2,4,4
96_84,2,1,4,4
99_74,2,1,4,4
32_64,4,3,1,4
67_77,1,2,4,4
8_63,1,1,4,4
86_55,1,4,3,4
8_57,1,4,2,4
42_70,1,3,4,4
78_28,1,2,4,4
53_73,2,1,4,4
10_74,1,2,4,4
79_104,4,2,1,4
26_86,1,1,4,4
81_61,2,3,4,4
111_85,1,1,4,4
110_51,1,1,4,4
50_87,1,1,4,4
68_58,3,4,2,4
74_74,2,1,4,4
45_70,1,1,4,4
53_78,1,4,1,4
45_80,1,3,4,4
34_79,2,1,4,4
3_36,1,4,1,4
61_70,2,4,3,4
56_99,2,4,2,4
79_50,1,4,3,4
25_1,1,4,2,4
38_68,2,1,4,4
68_85,1,1,4,4
76_20,1,1,4,4
52_75,1,2,4,4
14_62,1,3,4,4
77_65,2,4,4,4
45_9,1,4,4,4
46_76,2,1,4,4
98_64,2,2,4,4
77_61,1,3,4,4
52_13,1,2,4,4
61_15,2,4,2,4
44_78,1,3,4,4
38_83,1,1,4,4
84_68,1,4,2,4
42_63,2,1,4,4
40_62,2,3,4,4
14_64,1,2,4,4
110_69,3,1,4,4
30_83,4,2,1,4
82_50,2,1,4,4
74_68,2,1,4,4
3_46,1,3,4,4
68_49,2,3,4,4
79_57,2,4,4,4
89_28,3,1,4,4
77_40,3,2,4,4
99_94,1,1,4,4
74_77,1,1,4,4
57_64,3,4,3,4
60_90,1,1,4,4
53_74,1,4,3,4
69_23,2,3,4,4
86_60,2,2,4,4
7_52,3,1,4,4
97_25,1,1,4,4
82_28,4,4,1,4
85_80,1,1,4,4
88_78,1,4,4,4
74_88,1,1,4,4
71_78,1,1,4,4
6_55,2,4,2,4
115_83,1,1,4,4
91_54,3,1,4,4
27_79,1,1,4,4
41_75,1,1,4,4
74_33,2,1,4,4
102_46,1,1,4,4
86_65,1,2,4,4
71_14,1,2,4,4
59_17,1,1,4,4
35_1,1,1,4,4
106_42,1,1,4,4
68_65,1,2,4,4
84_91,1,1,4,4
93_66,1,4,3,4
46_82,1,3,4,4
49_13,1,4,3,4
51_69,1,3,4,4
69_59,1,2,4,4
86_24,2,2,4,4
42_3,1,1,4,4
88_86,1,1,4,4
56_0,1,4,4,4
47_0,1,2,4,4
70_48,3,3,5,5
33_67,4,2,5,5
6_44,4,5,4,5
70_66,5,2,2,5
1_31,4,1,5,5
82_49,5,2,4,5
75_49,4,4,5,5
30_59,4,2,5,5
86_67,4,2,5,5
35_60,4,3,5,5
82_66,5,1,4,5
56_20,4,4,5,5
75_44,3,3,5,5
38_8,3,5,2,5
47_78,4,2,5,5
48_65,5,3,5,5
69_20,1,1,5,5
66_54,5,5,4,5
47_68,5,2,3,5
72_25,5,2,3,5
40_7,5,1,2,5
81_32,5,3,4,5
37_61,5,4,5,5
69_41,2,1,5,5
51_15,5,2,5,5
28_82,5,1,2,5
61_16,5,5,2,5
37_57,5,4,5,5
74_46,5,2,5,5
88_66,3,3,5,5
55_51,5,3,5,5
72_27,3,1,5,5
60_26,5,1,4,5
35_6,2,5,2,5
77_58,5,4,5,5
81_54,2,3,5,5
45_67,4,2,5,5
85_58,5,3,3,5
37_65,5,1,1,5
87_48,5,1,3,5
74_69,5,1,3,5
55_55,5,4,4,5
71_27,2,2,5,5
58_54,2,5,4,5
62_53,5,3,3,5
80_42,2,1,5,5
66_57,2,4,5,5
84_35,3,2,5,5
65_66,5,3,3,5
63_54,5,3,2,5
63_17,2,3,5,5
53_14,5,5,3,5
76_42,5,3,3,5
52_71,3,2,5,5
10_53,1,4,5,5
43_66,5,3,4,5
61_64,4,1,5,5
46_12,3,2,5,5
81_65,5,1,4,5
80_50,5,2,5,5
89_53,5,1,2,5
49_15,2,2,5,5
54_16,4,2,5,5
62_57,3,1,5,5
2_42,5,2,4,5
79_86,2,2,5,5
32_62,5,4,3,5
53_62,5,3,4,5
78_68,3,5,3,5
63_22,1,2,5,5
59_54,5,3,4,5
79_59,3,2,5,5
62_60,5,1,3,5
3_45,3,2,5,5
80_62,3,1,5,5
58_47,5,3,4,5
81_52,3,1,5,5
38_67,3,5,3,5
73_37,5,1,3,5
54_65,5,4,5,5
33_6,3,5,4,5
70_25,1,1,5,5
36_63,5,3,1,5
78_46,1,1,5,5
81_43,2,2,5,5
30_64,3,1,5,5
36_58,5,4,5,5
44_56,4,5,3,5
53_72,5,4,1,5
72_87,1,1,5,5
6_51,1,2,5,5
67_59,5,2,4,5
54_12,3,3,5,5
48_69,2,2,5,5
76_63,4,1,5,5
43_81,3,5,1,5
80_46,2,3,5,5
46_68,5,2,4,5
43_10,3,4,5,5
30_73,4,3,5,5
61_51,2,4,5,5
65_57,5,1,5,5
11_61,1,5,1,5
35_61,5,3,4,5
28_75,5,1,4,5
29_4,1,5,3,5
81_30,5,1,2,5
64_58,5,2,5,5
88_56,3,1,5,5
44_65,1,3,5,5
1_29,5,4,2,5
81_51,2,1,5,5
86_66,3,1,5,5
74_50,5,1,3,5
65_62,3,5,2,5
35_67,5,2,4,5
52_57,5,1,4,5
41_76,1,5,5,5
87_100,5,3,1,5
71_58,3,4,5,5
72_38,5,3,5,5
43_84,5,2,1,5
56_54,5,1,2,5
71_24,3,2,5,5
78_53,4,2,5,5
71_63,5,1,4,5
57_56,5,2,4,5
46_81,5,2,4,5
82_51,4,3,5,5
24_3,2,5,5,5
70_65,4,2,5,5
61_38,5,2,5,5
58_28,5,3,5,5
31_68,5,2,2,5
75_31,5,1,2,5
65_61,4,5,1,5
51_18,4,5,4,5
50_77,5,2,1,5
68_21,4,2,5,5
4_47,3,1,5,5
34_72,4,2,5,5
57_18,2,1,5,5
80_30,1,1,5,5
88_62,5,1,2,5
38_70,5,1,5,5
49_63,4,2,5,5
52_78,3,2,5,5
82_68,2,2,5,5
56_61,2,4,5,5
64_16,5,3,4,5
52_14,5,3,3,5
61_47,5,4,4,5
71_31,4,4,5,5
86_59,2,2,5,5
75_45,4,4,5,5
58_55,3,4,5,5
47_13,5,1,4,5
115_65,2,2,5,5
78_40,5,1,2,5
52_17,5,5,5,5
68_76,2,1,5,5
84_42,3,2,5,5
58_21,5,4,4,5
60_24,2,1,5,5
4_44,3,5,2,5
70_50,3,2,5,5
64_66,5,4,2,5
21_88,1,1,5,5
20_1,3,4,5,5
34_74,1,1,5,5
42_75,5,2,2,5
38_64,5,3,2,5
78_65,3,2,5,5
67_32,5,1,3,5
55_59,5,5,4,5
35_68,4,3,5,5
62_64,2,2,5,5
33_62,5,4,4,5
67_27,3,4,5,5
35_66,5,3,4,5
91_50,2,1,5,5
55_66,3,3,5,5
34_70,3,1,5,5
85_39,2,2,5,5
65_55,5,3,5,5
6_50,2,5,2,5
64_59,2,1,5,5
52_70,4,1,5,5
66_55,5,1,5,5
80_73,5,1,4,5
68_22,2,3,5,5
37_62,4,5,1,5
76_67,5,4,4,5
69_62,5,4,4,5
79_70,2,1,5,5
5_47,2,1,5,5
8_50,2,3,5,5
29_75,5,1,3,5
77_62,5,1,5,5
5_49,1,4,5,5
81_73,2,1,5,5
2_35,3,5,1,5
75_58,5,1,5,5
89_39,4,1,5,5
57_16,4,4,5,5
58_63,5,4,3,5
97_55,5,3,4,5
61_53,5,2,5,5
