neuron_fafb,neuron_banc,neuron_mcns
720575940604087168,720575941406704768,28141
720575940604607616,720575941351357184,56358
720575940603622784,720575941497264768,28620
720575940609289344,720575941477668352,24863
720575940611083392,720575941449948800,26428
720575940609528704,720575941437233408,28369
720575940606739584,720575941439768576,33957
720575940608305152,720575941353157120,35287
720575940611122304,720575941471909376,29016
720575940603596928,720575941406060928,27494
720575940611130112,720575941452503680,21953
720575940611160320,720575941441509632,12741
720575940605635968,720575941404475008,32119
720575940611174400,720575941506514816,28721
720575940605456512,720575941433386368,37985
720575940605028352,720575941408573056,22556
720575940611189504,720575941351882496,27959
720575940611203328,720575941413185152,23135
720575940611205120,720575941592052096,17363
720575940607521408,720575941431033728,18243
720575940606845952,720575941409939072,10150
720575940609171584,720575941391777536,25211
720575940605905792,720575941432280320,19011
720575940603176064,720575941352458752,29056
720575940611294592,720575941475150464,13247
720575940606817792,720575941447691904,17125
720575940605465216,720575941413677184,18184
720575940604614016,720575941351436288,91614
720575940608515968,720575941473700480,20593
720575940611365120,720575941414303360,30465
720575940600646144,720575941411300736,10478
720575940611202944,720575941405850624,19806
720575940609433344,720575941431340416,47873
720575940603693184,720575941405745920,15111
720575940610580352,720575941485196800,20713
720575940611486080,720575941402112512,15797
720575940606737792,720575941353267968,25510
720575940607936128,720575941440892032,44312
720575940610772224,720575941484452736,34741
720575940603565824,720575941401068800,34492
720575940611098752,720575941352637184,30930
720575940602974720,720575941402227584,23362
720575940611572096,720575941413459328,43506
720575940603957632,720575941435853056,28655
720575940604889088,720575941412616320,21847
720575940611597440,720575941533290368,44347
720575940606098432,720575941402206464,45702
720575940604838400,720575941409187968,23978
720575940610984576,720575941427817088,14622
720575940611684736,720575941668609536,534037
720575940610535552,720575941392918784,15993
720575940605937280,720575941453962240,27133
720575940605550464,720575941408581632,18230
720575940611740800,720575941391235328,22401
720575940604671232,720575941351710976,28267
720575940607307264,720575941431257984,21041
720575940606159744,720575941415995648,27245
720575940611770624,720575941478103168,16963
720575940611783296,720575941401773056,19520
720575940611784576,720575941410754432,30866
720575940611208064,720575941438686592,17682
720575940602132480,720575941407788160,11151
720575940605184128,720575941351392000,18048
720575940605124480,720575941409774720,18567
720575940608986112,720575941408422016,58369
720575940611844480,720575941532265088,16041
720575940611849344,720575941402006784,24766
720575940603274240,720575941408784256,21713
720575940611675520,720575941595567872,29540
720575940611863168,720575941412570240,27047
720575940611778304,720575941590154240,22400
720575940611882752,720575941450276224,23861
720575940610578816,720575941617711872,37667
720575940611905024,720575941453258496,38806
720575940603408640,720575941351429888,38332
720575940609328896,720575941410431616,37022
720575940611913216,720575941454923264,23290
720575940606921216,720575941411456896,14312
720575940611930368,720575941412623232,35327
720575940611941888,720575941414496128,39101
720575940610867712,720575941414126720,28354
720575940612007040,720575941446030592,59695
720575940612031744,720575941449093760,62848
720575940605919360,720575941430005888,33092
720575940605783424,720575941409186176,20133
720575940608555904,720575941411248768,19916
720575940606041472,720575941451335296,13373
720575940610865536,720575941551029760,23740
720575940607926272,720575941472847744,19067
720575940603272064,720575941412692096,20526
720575940607575040,720575941391127936,28085
720575940606298752,720575941351323392,20295
720575940604837376,720575941414207360,14189
720575940603683456,720575941390920448,17761
720575940608606592,720575941390400256,23625
720575940612016512,720575941436900352,21083
720575940607340032,720575941393358720,11574
720575940606745984,720575941391172608,27517
720575940608677888,720575941671764608,40098
720575940605702016,720575941408514688,16223
720575940611295744,720575941441933312,26341
720575940612247936,720575941391990528,45982
720575940607820032,720575941415800064,38614
720575940603548672,720575941448572544,33082
720575940605182464,720575941408419328,42174
720575940603153024,720575941352675840,42426
720575940612322432,720575941497191552,12584
720575940608090112,720575941441516416,75426
720575940606462208,720575941432342272,28121
720575940609758464,720575941430008192,50186
720575940612382592,720575941477229824,39525
720575940612387456,720575941353129216,36444
720575940612397184,720575941435317120,16257
720575940611646720,720575941411198592,24055
720575940612320512,720575941392847360,40460
720575940603453568,720575941409103616,34336
720575940605867904,720575941400213248,39139
720575940604615040,720575941414715008,18089
720575940610279040,720575941413952512,30461
720575940612492672,720575941408534656,23332
720575940606682880,720575941391446784,17321
720575940612504832,720575941353175040,18220
720575940606471296,720575941500131456,79734
720575940606515840,720575941351123712,24233
720575940610413440,720575941392351744,31118
720575940605718144,720575941438548864,18018
720575940607334144,720575941414584448,15215
720575940608026368,720575941459750912,23279
720575940604722304,720575941451728256,21452
720575940604851968,720575941392874880,19741
720575940603763712,720575941351260160,16660
720575940612553984,720575941431345152,17581
720575940612556672,720575941430124288,19211
720575940612316800,720575941429989376,26969
720575940604694912,720575941429685376,21107
720575940604612224,720575941402233984,37630
720575940612592640,720575941459028864,32872
720575940612600320,720575941447898368,25462
720575940612616320,720575941453192576,26585
720575940606051968,720575941431146112,22593
720575940606918912,720575941438390400,18120
720575940605110016,720575941352556032,13505
720575940607805056,720575941430602752,17737
720575940612670336,720575941439224832,22645
720575940607227264,720575941390688128,33501
720575940603077632,720575941482029312,28707
720575940608407296,720575941352223232,10509
720575940608373760,720575941477858432,27781
720575940604125056,720575941405473280,19819
720575940605426048,720575941353395712,47641
720575940610739456,720575941488207360,30240
720575940606244992,720575941402543744,15799
720575940612773632,720575941466660224,22953
720575940606300800,720575941392697216,25991
720575940612822016,720575941432022912,19274
720575940612824960,720575941438659968,26693
720575940603853824,720575941431595136,21364
720575940612855168,720575941451967872,12199
720575940602618880,720575941479893376,29535
720575940607929344,720575941413902592,20771
720575940612910336,720575941440354688,25078
720575940612917120,720575941516230912,18178
720575940612923904,720575941451965056,23700
720575940606407680,720575941482208896,40945
720575940608239360,720575941432518144,22551
720575940609320064,720575941476577536,55537
720575940612939776,720575941413871360,91348
720575940612779648,720575941435419776,37095
720575940612946048,720575941393068928,11084
720575940612343168,720575941432074752,27234
720575940605884288,720575941477298944,27159
720575940605617280,720575941391038336,32450
720575940605700992,720575941439821184,30394
720575940613008000,720575941352088576,34379
720575940609777536,720575941416747008,25876
720575940605995776,720575941353402880,11328
720575940613030144,720575941491452928,17078
720575940613036672,720575941459255680,15705
720575940613037568,720575941404272000,26195
720575940607415168,720575941433048064,16021
720575940611383296,720575941408613888,11235
720575940605886208,720575941408456064,30448
720575940613120640,720575941500595072,24247
720575940604861312,720575941351665664,36823
720575940604839040,720575941499101568,29975
720575940607437824,720575941352236288,14151
720575940607268096,720575941410061184,31023
720575940605552768,720575941391811072,22588
720575940603461504,720575941408795904,67319
720575940610879872,720575941437152512,24772
720575940608337792,720575941481060736,21477
720575940613236096,720575941472025856,22371
720575940607509120,720575941447813632,30735
720575940604064896,720575941402045952,40396
720575940611817984,7.20575941414e+17,21326
720575940605738240,720575941414389120,41965
720575940611307648,720575941392039552,20167
720575940603688192,720575941404758400,24359
720575940605777280,720575941400978176,22547
720575940610423552,720575941391682048,28740
720575940604866432,720575941350441216,12790
720575940605538176,720575941400997376,17497
720575940604692352,720575941401992704,27016
720575940608915200,720575941489746176,20129
720575940607174144,720575941479146368,12116
720575940613387008,720575941393721216,29635
720575940612379648,720575941551102720,16698
720575940605683072,720575941393715584,26330
720575940613004672,720575941496177280,59538
720575940613434240,720575941408961408,16522
720575940604986624,720575941435921152,25616
720575940613473024,720575941411223168,26675
720575940611249664,720575941436027648,34487
720575940606867200,720575941439084032,29087
720575940612321664,720575941447161344,41235
720575940613520384,720575941451763840,14488
720575940603266560,720575941352669440,22022
720575940607959936,720575941441390976,19307
720575940609717120,720575941407564928,27474
720575940606029568,720575941405215872,34093
720575940603938176,720575941393735808,31161
720575940604818176,720575941390632320,35560
720575940604968064,720575941399546368,38036
720575940611351552,720575941441612416,28029
720575940613634688,720575941480889472,47425
720575940608828160,720575941441129984,17807
720575940613644032,720575941463832832,27505
720575940613660032,720575941405859584,21258
720575940613549440,720575941471781120,20745
720575940604250240,720575941430087552,37145
720575940605128832,720575941415036672,49568
720575940604712064,720575941352678144,20941
720575940605423232,720575941391926016,20393
720575940613765120,720575941438520576,11243
720575940613604608,720575941475534592,40476
720575940605299840,720575941414279296,20278
720575940606632192,720575941458353408,25150
720575940612625408,720575941353391104,26655
720575940604589824,720575941474445312,17372
720575940613877376,720575941445210752,14025
720575940613916800,720575941400698368,61073
720575940609948288,720575941406473984,19571
720575940611839872,720575941445163776,19293
720575940607862784,720575941402085120,13046
720575940613978112,720575941479171200,42600
720575940603549184,720575941427813248,23637
720575940603409664,720575941351438336,27888
720575940606694784,720575941499036544,28478
720575940610069504,720575941499200640,27721
720575940606700672,720575941484383872,40652
720575940610554496,720575941408604032,22179
720575940604323968,720575941408686720,27345
720575940614164608,720575941477140224,25188
720575940610370304,720575941452276352,19489
720575940614177280,720575941352965888,30953
720575940605321088,720575941557314560,17406
720575940614205568,720575941432383872,25941
720575940614212480,720575941570119680,33177
720575940606097024,720575941350427648,17084
720575940607673728,720575941441299840,28414
720575940614228992,720575941402468864,42298
720575940603889024,720575941408788992,26057
720575940604654080,720575941351441152,34894
720575940613843456,720575941391803136,22073
720575940614254080,720575941505875840,39088
720575940605844864,720575941405820416,21944
720575940614281472,720575941501897984,56054
720575940610903296,720575941429974784,24634
720575940614295296,720575941432051200,42057
720575940614299904,720575941475562496,18451
720575940614315264,720575941390268160,39201
720575940605524992,720575941413384832,67134
720575940608839808,720575941412053376,12369
720575940611375104,720575941390420992,11000
720575940604590080,720575941411550336,60186
720575940614397312,720575941414897024,21711
720575940611583872,720575941457985664,18311
720575940604728064,720575941499006464,30384
720575940612912128,720575941408386560,14980
720575940610460544,720575941436729856,36085
720575940614557696,720575941405833216,26383
720575940611388160,720575941500955136,32040
720575940614574080,720575941487815424,19618
720575940606834688,720575941591287680,42876
720575940611339520,720575941730766848,23686
720575940605837056,720575941448243840,23954
720575940610386688,720575941491910656,14745
720575940603609856,720575941514279936,39175
720575940606297728,720575941408441216,20921
720575940614669824,720575941352904448,94122
720575940606208768,720575941352756992,26815
720575940605418624,720575941393653120,19448
720575940605298176,720575941435387136,39640
720575940609496576,720575941352535040,40593
720575940609243648,720575941469906688,19772
720575940603314176,720575941414088576,27985
720575940614761472,720575941412673408,16797
720575940614782080,720575941439519616,83050
720575940608945152,720575941447805952,10757
720575940614604544,720575941564966784,20844
720575940605313664,720575941483869824,37947
720575940608002304,720575941469722496,34381
720575940606432640,720575941416631808,22984
720575940609327872,720575941486250752,21311
720575940611724672,720575941407931136,21100
720575940609775104,720575941448753792,19506
720575940614915584,720575941448602496,33262
720575940606628224,720575941407274112,15609
720575940610631680,720575941417244928,13052
720575940608283136,720575941409747072,15706
720575940608223744,720575941491211520,25852
720575940608305792,720575941479595776,22619
720575940610002048,720575941429128320,18772
720575940609530624,720575941391652736,68826
720575940615015424,720575941433996032,23567
720575940611440768,720575941405863808,24575
720575940605667456,720575941401508096,28710
720575940606706048,720575941414258048,21482
720575940605678336,720575941351483648,62486
720575940607606272,720575941408318848,26168
720575940605809792,720575941404826496,35230
720575940610116992,720575941468966656,24788
720575940604174848,720575941400313856,20641
720575940607893248,720575941408001536,17722
720575940606077312,720575941408082816,25015
720575940612249472,720575941441151872,22145
720575940605072768,720575941352445696,17495
720575940615176960,720575941352552192,22126
720575940608746624,720575941392001792,14902
720575940603979520,720575941435625472,20091
720575940615237120,720575941440563328,30018
720575940604568576,720575941404461184,13609
720575940608929792,720575941460902400,15478
720575940608883456,720575941481138176,26069
720575940611697408,720575941456231296,24073
720575940606824832,720575941494330752,37909
720575940604481920,720575941440146048,21112
720575940615346688,720575941431066240,31266
720575940606050176,720575941447938560,15529
720575940605180800,720575941433498624,19145
720575940607344256,720575941409126528,43079
720575940607778816,720575941440507520,23468
720575940608732416,720575941432459520,30985
720575940609713536,720575941353261312,25728
720575940606136960,720575941565675648,21486
720575940605917056,720575941402129024,13321
720575940606336256,720575941603759744,42556
720575940605836160,720575941407364608,14116
720575940605878400,720575941392186880,12260
720575940615695232,720575941431435264,18983
720575940602944000,720575941475276032,23301
720575940605912192,720575941414183040,17675
720575940615811840,720575941408580480,35694
720575940613615616,720575941415192576,21509
720575940607781120,720575941393414528,27892
720575940611845632,720575941350471424,24360
720575940615895680,720575941504463872,17287
720575940604727296,720575941416771328,15374
720575940613233920,720575941408316800,12626
720575940615991424,720575941447700352,27531
720575940609264128,720575941469983488,36068
720575940604008704,720575941393735040,32034
720575940607027200,720575941350440960,40361
720575940603507328,720575941476978944,22317
720575940605197696,720575941350979328,29615
720575940616085888,720575941432162176,18797
720575940607930880,720575941429194624,19056
720575940616134912,720575941393489280,42492
720575940616149760,720575941572074112,26752
720575940616176896,720575941479183104,71640
720575940604191232,720575941393322752,80872
720575940605302912,720575941538877184,25381
720575940614621440,720575941402948480,27371
720575940616336896,720575941508023680,27854
720575940606661888,720575941504797440,18883
720575940606066304,720575941407360512,27136
720575940603240832,720575941414627456,22293
720575940607553280,720575941350424064,28027
720575940605934080,720575941491475968,16664
720575940616412160,720575941456801280,37649
720575940616415616,720575941473927168,35634
720575940604940672,720575941435350400,18682
720575940614782464,720575941499027200,38483
720575940609277696,720575941413098880,28218
720575940611750784,720575941550174848,35934
720575940614953984,720575941453374848,17479
720575940605501184,720575941454038016,16098
720575940605976576,720575941392855424,38207
720575940612815488,720575941412736896,17385
720575940615234048,720575941458707200,17696
720575940602444544,720575941391879936,50154
720575940610303744,720575941434483072,26640
720575940604929920,720575941408840960,20294
720575940616638848,720575941469795072,58149
720575940606654336,720575941572407680,28817
720575940603391360,720575941436378880,26474
720575940614785280,720575941469276800,30278
720575940616776192,720575941409672320,39979
720575940616780416,720575941411440000,29614
720575940605364352,720575941408322560,20933
720575940609473664,720575941392695936,16391
720575940603948672,720575941351446528,39192
720575940616866432,720575941425611904,25314
720575940607040896,720575941438735616,26509
720575940607944320,720575941352725760,23872
720575940616922624,720575941526605824,32304
720575940616546304,720575941431189632,13990
720575940607284992,720575941610265216,20367
720575940609420032,720575941415484672,25827
720575940607174528,720575941439747712,10640
720575940609601536,720575941500540032,30801
720575940603751808,720575941350528512,18510
720575940607701504,720575941393195008,24551
720575940612120832,720575941522654976,46052
720575940612433280,720575941431395840,31945
720575940614273920,720575941414284416,24038
720575940606502272,720575941454020096,29507
720575940608513408,720575941392949632,13558
720575940609486848,720575941459696128,58334
720575940617201536,720575941577514112,21169
720575940604398848,720575941513914880,13525
720575940604973568,720575941402864256,11777
720575940612589696,720575941410243456,12350
720575940611938432,720575941449238400,15060
720575940605527424,720575941392153600,40071
720575940613347840,720575941435787008,41778
720575940605490816,720575941519182464,28528
720575940617369728,720575941351909632,24678
720575940611520768,720575941436313856,28396
720575940617401600,720575941429541632,20444
720575940605852032,720575941414559104,27525
720575940617426304,720575941453530752,40858
720575940607191296,720575941353082624,51139
720575940604894464,720575941391183104,26948
720575940607106816,720575941438471168,34887
720575940610918528,720575941459390208,32303
720575940612487552,720575941353103872,75342
720575940603842944,720575941407711360,25824
720575940607967232,720575941495522944,20646
720575940604243840,720575941391163136,14431
720575940608950656,720575941391912832,18154
720575940603964800,720575941441826432,17705
720575940611401088,720575941433324032,29559
720575940606646912,720575941408618752,20947
720575940609558144,720575941480308992,27925
720575940611297664,720575941432466048,21027
720575940615696512,720575941507885696,20277
720575940612880000,720575941392176384,27158
720575940614793088,720575941452913792,27008
720575940604579456,720575941630453248,38827
720575940611448192,720575941428370816,12969
720575940606257024,720575941431826176,26129
720575940611275520,720575941430486272,27747
720575940611952128,720575941628262912,48680
720575940610828160,720575941414180992,22710
720575940608156288,720575941442098688,10947
720575940609363968,720575941441232512,32899
720575940605341184,720575941430321920,26026
720575940613544320,720575941440827008,20729
720575940611187584,720575941508293376,31515
720575940608964352,720575941407195904,35583
720575940617830784,720575941525676800,15122
720575940610585344,720575941492841088,30786
720575940613428224,720575941407975424,20385
720575940606992384,720575941350482944,28562
720575940608587008,720575941474569216,16254
720575940617972608,720575941625632896,17494
720575940607041024,720575941505689600,25242
720575940604967296,720575941505738112,15312
720575940618013696,720575941534990976,14848
720575940605739776,720575941391489792,17622
720575940618050816,720575941458448128,19633
720575940618055552,720575941564546816,33834
720575940618058240,720575941433279744,29882
720575940618098048,720575941410371712,58922
720575940612216960,720575941464413312,20125
720575940616300160,720575941413958144,20272
720575940618148736,720575941564687616,19964
720575940612433920,720575941405213056,26503
720575940608341760,720575941351912448,19728
720575940607123584,720575941637710720,19475
720575940607107328,720575941401075712,15082
720575940604923008,720575941432119936,30827
720575940615530112,720575941435470464,70888
720575940607520768,720575941431455488,12655
720575940605810432,720575941403558016,33836
720575940610488192,720575941390976384,20547
720575940610185216,720575941412777856,38820
720575940611118080,720575941616532480,28371
720575940617297920,720575941405855104,25803
720575940618599936,720575941514086272,18009
720575940605435008,720575941414534144,18806
720575940618649984,720575941613632896,536871
720575940618650624,720575941475630080,23581
720575940611720320,720575941495147776,20821
720575940614016512,720575941441867648,17009
720575940618734080,720575941514734976,19972
720575940618745856,720575941506480768,23257
720575940605479040,720575941351470080,46410
720575940609104640,720575941514064000,11408
720575940609330048,720575941415224320,49191
720575940618833792,720575941470395904,37291
720575940605335936,720575941449646720,16926
720575940618875904,720575941581386112,38461
720575940606143360,720575941626260864,19962
720575940618951040,720575941432818560,22278
720575940615697280,720575941452551552,21889
720575940606401920,720575941411846016,83030
720575940612196608,720575941432523520,15875
720575940609314304,720575941399517440,38905
720575940608193408,720575941406724480,17740
720575940607152128,720575941391252608,43606
720575940619065344,720575941506470400,18408
720575940610507776,720575941406668928,66753
720575940605417984,720575941470188800,20589
720575940616016384,720575941456667392,26995
720575940605920512,720575941406195840,26093
720575940610170496,720575941456101504,26898
720575940614430080,720575941431072128,36415
720575940607941248,720575941448601216,10438
720575940606168832,720575941392954880,35118
720575940607365888,720575941435542912,24586
720575940604009088,720575941411885440,29382
720575940607368320,720575941645564928,14613
720575940607473024,720575941438594816,23479
720575940613039616,720575941350395904,18569
720575940603820672,720575941441693568,15620
720575940605380224,720575941409927808,16147
720575940606447488,720575941477795712,24446
720575940610739840,720575941468683520,15233
720575940612869376,720575941439748480,25141
720575940605971328,720575941430837504,14591
720575940612502272,720575941392178816,37349
720575940619718272,720575941568302080,26803
720575940617032704,720575941435272576,10946
720575940606423168,720575941429512192,18649
720575940611538176,720575941431509760,19335
720575940606611968,720575941392759296,36699
720575940611881344,720575941411222656,19974
720575940610659712,720575941412733056,18532
720575940615539840,720575941487829760,10534
720575940613587968,720575941411184000,19186
720575940608501376,720575941475583744,32523
720575940612541184,720575941440728064,36978
720575940619880704,720575941481180672,51749
720575940619564672,720575941414919552,20507
720575940620006144,720575941464372224,55300
720575940606337024,720575941392408576,24496
720575940611180032,720575941405334400,17674
720575940604914304,720575941487116160,15695
720575940620085760,720575941435917312,25726
720575940605252096,720575941428755840,23917
720575940611849856,720575941498406784,40203
720575940605075584,720575941391948032,21622
720575940615537280,720575941475258880,13739
720575940610261248,720575941459616128,17431
720575940606118272,720575941426929024,23404
720575940615134592,720575941453047296,40603
720575940612336128,720575941529819776,23984
720575940606173568,720575941411208832,30392
720575940606198528,720575941480793728,35895
720575940618407296,720575941437444864,21177
720575940612984960,720575941451685760,35597
720575940605980288,720575941392876032,23217
720575940614319232,720575941401786368,16754
720575940602784000,720575941393659776,17794
720575940620167936,720575941452731520,37129
720575940603438976,720575941352804096,65952
720575940605419904,720575941474791680,14776
720575940608376192,720575941526870528,19946
720575940617755264,720575941450020224,48658
720575940611858944,720575941461393280,18361
720575940605393920,720575941394045312,12080
720575940605363584,720575941474750464,35688
720575940605024384,720575941445139456,15556
720575940610303872,720575941488505088,53120
720575940620452608,720575941427600000,29062
720575940606759552,720575941611966464,12846
720575940609617408,720575941353164544,30406
720575940605093248,720575941392070528,28846
720575940606233984,720575941404904064,28133
720575940607029504,720575941438700416,26242
720575940605344384,720575941471668224,20598
720575940607613696,720575941476973312,41188
720575940611439616,720575941405666304,12701
720575940606441088,720575941391589376,18357
720575940607180416,720575941353418240,17042
720575940612100352,720575941399042816,19198
720575940604091264,720575941350604288,80568
720575940611938048,720575941435476608,19813
720575940610382720,720575941353319680,25154
720575940610261504,720575941401710848,24667
720575940605720448,720575941536388864,27735
720575940619969280,720575941539187072,32502
720575940606154368,720575941408487424,46440
720575940609073536,720575941411985536,64507
720575940620818048,720575941441508736,14417
720575940609826176,720575941425003648,22201
720575940608183424,720575941454817280,26385
720575940620900224,720575941438483456,14875
720575940620901760,720575941477326848,15547
720575940609725952,720575941470254336,31020
720575940615550848,720575941414507648,18487
720575940612218112,720575941404390016,34596
720575940604888448,720575941411805312,28447
720575940617760640,720575941414555520,20702
720575940621092608,720575941415148288,29066
720575940612208768,720575941430020096,13660
720575940605694208,720575941436112128,38301
720575940621132416,720575941438381568,12211
720575940609263616,720575941555222784,27917
720575940606761216,720575941479593984,37345
720575940613059840,720575941437759744,27293
720575940618089600,720575941497310080,24343
720575940614354176,720575941437158912,28644
720575940621244032,720575941453238144,22102
720575940620948992,720575941592973568,64046
720575940618173824,720575941442202752,42028
720575940610274048,720575941447800192,19874
720575940621266688,720575941564670592,14557
720575940612306816,720575941459040384,19055
720575940617751040,720575941481181696,26335
720575940612272384,720575941450945920,13262
720575940611775744,720575941409951872,21749
720575940611843712,720575941573474816,20362
720575940606126976,720575941430591616,10793
720575940605655808,720575941527270656,23028
720575940616450304,720575941513121920,33460
720575940605514240,720575941413107072,40529
720575940621486080,720575941558281984,11866
720575940621490688,720575941515345152,19450
720575940605565824,720575941410589824,42511
720575940612196864,720575941449501312,16293
720575940619767168,720575941411846528,28324
720575940605813120,720575941351471104,11811
720575940612521216,720575941392249984,17358
720575940604725632,720575941498258560,27436
720575940609125632,720575941535275136,10043
720575940605002752,720575941392509696,56219
720575940605648000,720575941469642240,24987
720575940621665664,720575941412539520,43250
720575940613936768,720575941411343488,18528
720575940606641664,720575941353327872,63170
720575940600622976,720575941404307072,29106
720575940607114624,720575941407266688,36168
720575940613469568,720575941407465856,47274
720575940617433344,720575941486644352,23645
720575940613586560,720575941523327744,31774
720575940607837696,720575941407718400,27930
720575940605151872,720575941488583424,29289
720575940609782272,720575941352320512,92255
720575940610909824,720575941572859008,25586
720575940616117760,720575941447815680,12473
720575940621846784,720575941439143424,31574
720575940621859328,720575941430200192,21094
720575940605100288,720575941391464192,21168
720575940612279680,720575941423472128,49713
720575940611509888,720575941578735360,30183
720575940621972992,720575941432256000,17145
720575940622010752,720575941463572224,18326
720575940620671616,720575941437904128,24087
720575940611905280,720575941406871168,37871
720575940616669952,720575941432567552,20753
720575940622108672,720575941353031680,20499
720575940605688576,720575941433029376,22046
720575940614320512,720575941459542400,13426
720575940622198272,720575941393488768,24053
720575940607874304,720575941441213568,25553
720575940609387264,720575941406568448,28782
720575940603672064,720575941352917248,15471
720575940607238784,720575941439120640,16831
720575940611564928,720575941407907200,18599
720575940622459392,720575941436671744,49375
720575940608268288,720575941440736000,15154
720575940606684288,720575941408132224,32819
720575940618430976,720575941526832000,28316
720575940603667840,720575941392752384,31963
720575940605001216,720575941392231936,21445
720575940612845952,720575941413872896,14870
720575940604018176,720575941391230208,19485
720575940621409408,720575941565348096,27363
720575940613894400,720575941477022464,19261
720575940612547456,720575941411840896,16318
720575940610822272,720575941430041728,14295
720575940605005312,720575941429473536,20322
720575940612049408,720575941411210624,10634
720575940622754048,720575941514559616,24391
720575940622785792,720575941439263872,35544
720575940603383040,720575941531523072,11683
720575940607839232,720575941496667264,20288
720575940620455680,720575941432377088,23715
720575940622932864,720575941546449536,17470
720575940605429888,720575941439493760,26710
720575940606766848,720575941499737216,21732
720575940608694016,720575941429532160,24412
720575940617842176,720575941508518784,10235
720575940612105088,720575941430810240,21777
720575940623118080,720575941491974656,70877
720575940607476224,720575941483763584,25484
720575940611573376,720575941474832384,14286
720575940620872448,720575941409811584,50794
720575940617503360,720575941411447424,29662
720575940616070272,720575941529877504,12879
720575940619166720,720575941462375936,29218
720575940613149696,720575941456823552,30728
720575940621791616,720575941446820608,72405
720575940599333632,720575941462826624,35079
720575940603919488,720575941414652160,24917
720575940604435072,720575941481068032,25231
720575940622226560,720575941502909952,25299
720575940610669952,720575941515800064,14570
720575940609482240,720575941407705600,41773
720575940611939328,720575941474781696,21166
720575940607213824,720575941403445632,20173
720575940612704256,720575941485819264,26984
720575940621515392,720575941434967040,16711
720575940619686656,720575941491356672,11605
720575940623776768,720575941565648768,24631
720575940618540288,720575941464108800,14345
720575940607522176,720575941410907776,16073
720575940610215808,720575941432255488,56517
720575940606272768,720575941410728320,16197
720575940623852928,720575941542911232,13543
720575940623882880,720575941565382016,24579
720575940616522752,720575941474026624,12775
720575940607020928,720575941461248256,14166
720575940609934336,720575941429544960,52345
720575940610241664,720575941441245312,32411
720575940602920320,720575941409831040,34378
720575940609633536,720575941456025088,26817
720575940606621056,720575941392424576,16039
720575940624085888,720575941459004672,44396
720575940621307520,720575941531631616,12991
720575940608237824,720575941432609024,34674
720575940611401728,720575941415926528,29350
720575940603708288,720575941352199424,34338
720575940624135296,720575941534153600,16867
720575940618521216,720575941458267648,18265
720575940605668992,720575941548867840,19956
720575940622177664,720575941466292096,15270
720575940607805440,720575941414617856,28382
720575940608607616,720575941469925120,18624
720575940604484480,720575941449141120,35606
720575940604749696,720575941351040256,13701
720575940617499264,720575941642561152,16116
720575940607590272,720575941468299264,36403
720575940607888128,720575941393912192,15174
720575940612195712,720575941479852288,20473
720575940606406016,720575941408698752,14921
720575940606470272,720575941432409088,19493
720575940618054400,720575941460026240,16118
720575940602619264,720575941350455296,55395
720575940615924096,720575941393683328,32918
720575940609061120,720575941393004672,58771
720575940607579264,720575941392706304,17597
720575940607365120,720575941400703232,21430
720575940610656768,720575941351188992,17692
720575940619588608,720575941525163392,19993
720575940621097984,720575941439029888,18462
720575940606436352,720575941390292992,17483
720575940615942912,720575941437523840,26707
720575940610208384,720575941449307776,43890
720575940613430656,720575941521136256,18196
720575940610283008,720575941438534912,15938
720575940605394944,720575941444469632,37980
720575940623274880,720575941465467520,24047
720575940606336896,720575941437574656,11748
720575940613337088,720575941429347456,26246
720575940605829248,720575941408480768,27598
720575940603870336,720575941469657344,58653
720575940605353600,720575941437235712,28569
720575940625018112,720575941352268544,22479
720575940604722560,720575941430516736,38015
720575940607098880,720575941431157376,16281
720575940615823488,720575941391018240,30349
720575940615691392,720575941450196096,20838
720575940611576960,720575941441873152,19278
720575940609444096,720575941432905984,21776
720575940608201600,720575941412851840,22930
720575940609124864,720575941434475520,11662
720575940614354432,720575941438016000,13702
720575940605037952,720575941438497920,14125
720575940607100416,720575941391484928,17575
720575940615603072,720575941542634624,39195
720575940603829888,720575941460930048,27667
720575940616652672,720575941531292160,18053
720575940616048640,720575941447052416,19517
720575940610809088,720575941430136960,40953
720575940608663296,720575941626142976,39800
720575940625515776,720575941452875904,12793
720575940608865024,720575941452092544,31844
720575940609984896,720575941409700992,31890
720575940608523648,720575941391853568,60412
720575940606765696,720575941533343616,23244
720575940604014464,720575941576660864,16351
720575940616389888,720575941413466496,29981
720575940607397120,720575941448009472,19712
720575940612949376,720575941431616256,15043
720575940608850432,720575941433089920,24043
720575940606591872,720575941474844416,12065
720575940611049856,720575941506292608,57760
720575940609801216,720575941407721856,14855
720575940610550784,720575941450001792,17914
720575940621014272,720575941417243136,21586
720575940621042944,720575941482324736,23558
720575940603924480,720575941403537792,40687
720575940609619712,720575941453036672,18014
720575940610933504,720575941411438208,14515
720575940615006976,720575941405186944,25201
720575940606800256,720575941414688000,35871
720575940619250304,720575941569014528,25197
720575940607313792,720575941508390144,16454
720575940626354048,720575941412846976,27605
720575940613029504,720575941463786752,29870
720575940613241472,720575941490110464,16547
720575940623904896,720575941578502784,14214
720575940608316800,720575941441507968,26035
720575940607001472,720575941479178240,16483
720575940607848192,720575941490928384,32975
720575940617726208,720575941448411008,19360
720575940603714304,720575941450569344,45500
720575940607090304,720575941392567168,89123
